"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","주택보유건수","자가거주여부","주택보유건수_가구기준","자가거주여부_가구기준","총대출약정금액","총대출건수","총대출잔액","은행업종대출잔액","주택담보대출잔액","신용대출잔액","자동차대출잔액","LTV","가구단위_LTV","연체건수","연체금액","연체일수","주택담보대출분기상환금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","생애최초주택구입연월","카드사_최근1년월평균_이용금액","온라인 카드사용 금액","오프라인 카드사용 금액","온라인_카드사용금액_백분위수","오프라인_카드사용금액_백분위수","사업체건수","사업자카드이용액","사업자대출잔액","연매출추정금액","가구_추정연소득","가구_총자산평가금액","가구_순자산평가금액","가구_차량보유수","가구_총대출약정금액","가구_대출건수","가구_총대출잔액","가구_대출연체건수","가구_카드연체건수","가구_대출연체금액","가구_카드연체금액","가구_신용카드소비금액","가구_체크카드소비금액"
"은평구",1947,"남",2,0,510,0,0,0,0,0,0,10,26000,64,88580,90000,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3030,11,3019,3065,0,0,0,NA,1,0,0,100,100,0,0,0,0,458230,2336820,2336820,0,0,0,0,0,0,0,0,47288,4248
"금천구",2005,"남",2,0,910,0,0,0,0,0,0,10,15000,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,129,0,0,0,NA,1,4000,0,99,100,0,0,0,0,287030,2913590,2942600,0,610700,15,327064,0,0,0,0,66394,1773
"강남구",1969,"여",0,0,910,0,0,0,0,0,0,10,28000,57,183890,180800,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,182120,1351360,1351510,0,208500,11,30000,0,0,0,0,31703,1642
"성북구",1985,"여",2,2,420,0,0,0,1,0,0,10,51000,14,157750,157750,0,0,3,1,1,92700,1,67930,0,90000,0,0,0.07,0.04,0,0,0,391,1847,109,1738,1676,0,0,57,NA,NA,NA,NA,NA,NA,0,0,0,0,278820,2913590,2942600,1,17700,3,0,0,0,0,0,29722,2417
"강서구",1977,"남",3,0,420,0,0,0,1,0,0,10,70820,6,146170,151530,0,0,3,0,0,60000,8,25815,2891,29167,8467,0,0,0,0,0,0,369,2572,869,1703,2914,180,4500,0,NA,NA,NA,NA,NA,NA,0,0,0,0,187000,1222080,1222080,0,193100,3,179803,0,0,0,0,11297,11579
"영등포구",2010,"남",3,1,910,0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,186000,1783520,1616480,0,132500,3,35270,0,0,0,0,12617,365
"은평구",1971,"여",3,0,420,0,0,1,0,0,0,10,50000,15,682930,682930,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7495,7495,0,7503,520,0,0,201103,1,0,895000,100,51,0,0,0,0,88000,1443960,1387760,0,0,0,0,0,0,0,0,9793,757
"양천구",1973,"남",3,0,420,0,0,0,0,0,0,10,40000,26,400000,402630,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,147000,2210000,2210000,0,20000,2,18188,0,0,0,0,7159,7190
"송파구",1980,"여",5,0,910,0,0,0,0,0,0,10,32000,44,807200,817690,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,951,914,0,0,0,NA,1,0,830000,100,53,0,0,0,0,131690,2040000,1879270,0,0,0,0,0,0,0,0,22382,644
"관악구",1947,"여",1,0,910,0,0,1,1,0,0,10,21000,82,980000,980000,0,1,1,0,0,270000,9,350000,0,0,0,0,0,0,0,0,0,0,6162,6162,0,2156,2911,0,0,201304,1,1000,0,100,100,0,0,0,0,107000,1783520,1641780,0,274000,2,255843,0,0,0,0,15953,0
"용산구",1976,"여",7,1,910,0,0,1,0,0,0,10,46000,18,803300,799270,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,607,597,10,523,0,0,14,202105,NA,NA,NA,NA,NA,0,0,0,0,240000,3443790,3385890,0,50000,1,5971,0,0,0,0,5009,200
"은평구",1946,"여",2,0,510,0,0,0,0,0,1,10,46000,18,364520,357500,0,0,3,3,1,0,0,0,0,0,0,0,0,0.04,0,0,0,0,15630,15221,409,11194,6573,0,0,NA,1,0,0,100,100,1,2941,0,130000,99000,887520,818160,0,50000,4,35784,0,0,0,0,29481,746
"성북구",1980,"여",3,1,420,0,0,1,0,0,0,10,39000,28,914450,900000,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,490,490,0,569,73,0,0,201303,NA,NA,NA,NA,NA,0,0,0,0,261120,2896490,2942600,0,152900,2,121229,0,0,0,0,32539,2629
"송파구",1957,"남",0,4,510,0,0,0,1,0,0,10,103000,2,796400,798900,0,0,3,2,3,100000,1,99000,90000,0,165647,0,0,0,0,0,0,0,555,137,418,428,0,0,380,NA,NA,NA,NA,NA,NA,0,0,0,0,214000,6062000,6062000,0,274000,3,126078,0,0,0,0,9908,1369
"노원구",1947,"여",0,5,910,0,0,0,0,0,0,10,19000,89,73650,91250,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,165380,898160,789100,0,327900,5,317268,0,0,0,0,28695,2758
"강남구",2003,"남",4,2,910,0,0,0,0,0,0,10,15000,98,183890,183890,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,935,908,0,0,0,NA,1,36000,0,91,100,0,0,0,0,142000,1558410,1558410,0,0,0,0,0,0,0,0,2969,4881
"성동구",1963,"여",0,0,420,0,0,0,0,0,0,10,31000,47,280000,278250,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,201011,NA,NA,NA,NA,NA,0,0,0,0,239680,3776410,3781660,0,43000,2,41207,0,0,0,0,5009,0
"동작구",1981,"여",3,1,420,0,0,0,0,0,0,10,29000,54,148580,151530,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,78000,1595440,1627920,0,18500,3,0,0,0,0,0,2179,0
"서초구",1954,"남",2,2,910,0,0,0,1,0,0,10,36000,34,1743360,1701590,0,0,3,0,0,9000,1,4734,4400,0,4734,0,0,0.04,0,0,0,0,23909,23909,0,4106,1197,0,0,NA,1,1020000,2032000,37,28,0,0,0,0,265000,7362420,7187000,0,520540,4,511137,0,0,0,0,47076,421
"용산구",1978,"남",4,0,420,0,0,0,0,0,0,10,45000,19,248450,248450,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,148000,3216850,3167980,0,0,0,0,0,0,0,0,1185,4
"중랑구",1967,"여",1,0,420,0,0,0,0,0,0,10,21000,82,160000,157820,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5859,5134,725,3570,1798,0,0,NA,1,0,0,100,100,0,0,0,0,127000,710580,789100,0,80000,8,55156,0,0,0,0,23376,8961
"서초구",1972,"여",4,0,420,0,0,0,1,1,0,10,30000,51,1324070,1255910,0,0,3,0,3,10000,1,6596,4375,0,7127,0,0,0,1,0,0,0,18401,15214,3187,5405,5446,0,0,NA,2,1362000,4765000,29,8,0,0,0,0,242480,5276080,5273430,0,50000,1,23276,0,0,0,0,32620,2235
"강서구",1980,"남",3,0,910,0,0,0,0,0,0,10,34000,39,207750,203490,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,129,205,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,160000,1222080,1227180,0,193100,3,179621,0,0,0,0,7099,2111
"서초구",1977,"여",5,0,510,0,0,0,1,0,1,10,32000,44,840000,849400,0,0,3,3,3,72493,5,40550,13833,0,35040,0,0,0,0,0,0,0,39683,36249,3434,16489,2278,0,0,NA,1,0,1389000,100,39,1,0,45000,182000,101330,5306160,5006160,0,486960,4,511137,1,0,680,0,28695,1816
"동대문구",1971,"남",2,0,510,0,0,0,1,0,1,10,41000,24,596820,577890,0,0,3,0,0,8800,1,3013,0,0,2012,0,0,0,0,0,0,0,37927,37927,0,39716,0,0,0,NA,2,6820000,12135000,3,2,1,0,27500,37000,385170,3771340,4200000,1,70000,3,12,0,0,0,0,47288,11833
"강남구",1976,"여",3,2,420,0,0,0,1,0,0,10,43000,22,210000,209070,0,0,3,1,3,3000,1,0,0,0,0,0,0,0,0,0,0,0,6519,6519,0,8230,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,295000,5675590,5273430,0,390265,2,60000,0,0,0,0,18955,974
"송파구",1979,"남",0,2,910,0,0,1,1,0,0,10,33000,42,1071200,1037270,0,2,3,2,3,20000,2,17315,18623,0,0,0,0,0,0,0,0,0,4322,2041,2281,2513,674,0,0,201802,1,0,747000,100,56,0,0,0,0,180230,2880840,2879760,0,270000,4,212582,0,0,0,0,13124,6243
"강서구",1988,"남",0,0,910,0,0,0,1,0,0,10,34000,39,717050,725000,0,0,3,0,0,10000,1,4734,5121,0,0,0,0,0,0,0,0,0,3433,2166,1267,2167,0,0,0,NA,1,1005000,0,37,100,0,0,0,0,313000,2879760,2880840,1,362900,30,227783,0,0,0,0,42344,15038
"동대문구",1964,"여",3,4,910,0,0,0,0,0,0,10,37000,32,273390,255660,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,327,318,0,0,0,NA,1,0,0,100,100,0,0,0,0,172000,1774080,1616480,0,134450,3,66627,0,0,0,0,12617,1369
"중랑구",1961,"여",2,1,420,0,0,0,0,0,0,10,21000,82,99720,101790,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,986,966,0,0,0,200406,NA,NA,NA,NA,NA,0,0,0,0,113000,463480,398280,0,39000,8,29167,0,0,0,0,23376,39626
"중구",1956,"여",0,0,910,0,0,0,0,0,0,10,18000,92,318050,338230,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,0,0,0,0,220000,3810920,3781660,0,171400,3,186224,0,0,0,0,16860,1816
"강남구",1960,"여",1,2,420,0,0,0,0,0,0,10,36000,34,1902500,1900000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,142000,3176910,3156910,0,35900,1,13800,0,0,0,0,21853,304
"강서구",2001,"여",3,1,910,0,0,0,0,0,0,10,20000,85,236860,230000,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,1128,1263,0,0,0,NA,1,0,0,100,100,0,0,0,0,148830,1558410,1558410,0,92670,18,55156,1,0,680,0,29481,11833
"은평구",1969,"여",1,0,910,0,0,1,1,0,0,10,42000,23,540000,540000,0,1,1,0,0,60000,2,49114,36667,56590,0,0,0,0,0,0,0,868,15052,15052,0,10303,5873,0,0,201408,3,632000,2450000,50,23,0,0,0,0,175000,1872590,1708330,0,242000,14,30000,0,0,0,0,29481,4251
"은평구",1972,"여",3,0,420,0,0,0,0,0,0,10,36000,34,381660,381660,1,0,3,1,1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,428,0,428,375,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,209000,982500,978570,1,60000,4,40000,0,0,0,0,31444,757
"강북구",1977,"남",3,1,420,0,0,0,0,0,0,10,54000,12,130070,96190,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11939,9148,2791,10024,0,0,0,NA,2,1400000,5054000,28,8,0,23334,0,0,107000,1619920,1558410,0,0,0,0,0,0,0,0,9175,8679
"중랑구",2005,"여",5,0,910,0,0,0,0,0,0,10,15000,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,138,0,0,0,NA,1,0,0,100,100,0,0,0,0,107000,463480,490000,0,14900,10,14334,0,0,0,0,22356,8679
"양천구",1990,"여",2,1,910,0,0,0,0,0,0,10,30000,51,1015000,1015000,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,421,1694,1679,0,0,0,NA,1,0,0,100,100,0,0,0,0,287030,7362420,7362420,0,0,0,0,0,0,0,0,21335,14696
"동대문구",1951,"여",3,1,420,0,0,1,0,0,0,10,39000,28,1167160,1178930,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5411,5411,0,5411,790,0,0,201505,NA,NA,NA,NA,NA,0,0,0,0,205000,3736560,3736560,0,0,0,0,0,0,0,0,36801,421
"강남구",1973,"남",3,1,420,0,0,0,1,0,0,10,41000,24,210000,200000,0,0,3,0,3,25669,2,23466,0,0,8800,0,0,0,0,0,0,0,9387,9387,0,8148,2379,0,0,NA,1,0,1693000,100,33,0,0,0,0,142000,1558410,1558410,0,28669,3,23276,0,0,0,0,21853,304
"송파구",1966,"남",1,3,420,0,0,1,0,0,0,10,153490,1,1700000,1623220,0,14,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17813,17813,0,9472,4666,0,0,200612,NA,NA,NA,NA,NA,0,0,242104,0,237140,9880320,9820320,0,331900,4,126078,0,0,0,0,40815,25
"강남구",1985,"여",2,1,420,0,0,1,1,0,0,10,55000,11,666840,669190,0,1,3,1,3,62000,1,41207,50836,50000,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,201009,NA,NA,NA,NA,NA,0,0,0,0,229000,2896490,2942600,0,122950,1,72518,0,0,0,0,31012,1369
"양천구",1967,"여",6,0,420,0,0,0,0,0,0,10,26000,64,504690,488010,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1275000,0,31,100,0,0,0,0,149400,2513290,2521270,0,10000,2,20000,0,0,0,0,6826,7774
"송파구",1973,"여",4,2,910,0,0,0,0,0,0,10,37000,32,389000,390010,1,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8769,0,8769,6602,0,0,0,NA,2,2601000,4247000,14,10,0,0,0,0,211200,2096230,2006230,1,270000,5,164950,0,0,0,0,19408,59878
"강남구",1997,"여",2,0,910,0,0,0,0,0,0,10,18000,92,183890,183890,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,935,846,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,229000,9726270,9818190,0,0,0,0,0,0,0,0,31012,4248
"강서구",1988,"남",1,0,420,0,0,0,0,0,0,10,45000,19,146170,148580,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,631,3338,2980,341,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,299000,2879760,2880840,2,8900,8,4713,0,0,0,0,38525,6224
"서대문구",1982,"남",4,1,420,0,0,0,0,0,0,10,42780,23,507380,512620,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,100,100,0,0,0,0,49000,415290,352570,0,37300,6,5971,0,0,0,0,62123,1778
"은평구",1974,"여",3,0,420,0,0,0,0,0,0,10,35000,36,235170,227900,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,4167,0,2234,2358,0,1210,NA,NA,NA,NA,NA,NA,0,0,0,0,209000,1152860,1152190,0,270000,3,151770,0,0,0,0,13521,4251
"강남구",1944,"남",3,1,420,0,0,1,1,0,0,10,39000,28,1800000,1825000,0,1,3,1,3,10000,1,0,0,0,0,0,0,0,0,0,0,0,4530,4530,0,5103,0,0,0,200212,1,721000,2123000,47,26,0,0,0,0,279000,13800360,13730486,0,0,0,0,0,0,0,0,47074,974
"강서구",1972,"남",3,0,420,0,0,0,1,0,0,10,70000,6,280000,295680,0,0,3,0,3,44000,1,5121,5121,0,5382,4189,0,0,0,0,932,0,10770,10552,218,10586,0,0,0,NA,2,2975000,1284000,11,41,0,0,0,0,157000,1484000,1351510,0,92670,18,48889,1,0,4439,0,29481,2111
"구로구",1969,"남",0,0,520,0,0,1,1,0,1,10,115000,2,905000,914450,0,2,3,0,0,405000,6,238544,194167,0,215000,0,0,0,0,0,0,0,2589,2589,0,2517,407,0,0,202208,NA,NA,NA,NA,NA,1,224172,10340,225000,534230,3771340,4200000,0,731380,8,611566,0,0,0,0,47288,1816
"성북구",2002,"여",3,0,910,0,0,0,0,0,0,10,16000,95,409260,403250,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,218,238,0,0,0,NA,1,0,0,100,100,0,0,0,0,210000,3365010,3385890,1,25800,2,17272,0,0,0,0,13018,0
"강서구",1971,"남",4,0,510,0,0,1,0,0,0,10,65000,7,163010,157820,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,100,100,0,0,0,0,66000,710580,734100,0,37300,8,41061,0,0,0,0,62123,6756
"은평구",1939,"남",2,0,420,0,0,0,1,0,0,10,24000,71,162340,161670,0,0,3,1,3,2900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,99000,1077570,978570,0,0,0,0,0,0,0,0,91,2211
"강남구",1968,"여",1,0,910,0,0,0,0,0,0,10,35000,36,653720,653720,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5454,5454,0,4073,228,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,103000,3895210,3865000,0,10000,1,6063,0,0,0,0,22070,0
"영등포구",1975,"여",3,0,910,0,0,0,0,0,0,10,29000,54,489800,485000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,0,1813,1904,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,219720,2226350,2210000,1,523800,11,441529,0,0,0,0,21444,1931
"강서구",1983,"여",4,2,910,0,0,0,0,0,0,10,26000,64,152830,148580,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,0,2333,2341,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,104000,232270,0,0,37300,3,12293,0,0,0,0,7099,11579
"성동구",1939,"남",0,0,910,0,0,1,0,0,0,10,24000,71,1310770,1276630,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,2601,3,1739,0,0,0,201112,NA,NA,NA,NA,NA,0,0,0,0,149000,1351510,1323740,0,5000,1,5000,0,0,0,0,1365,0
"강서구",1978,"여",3,1,420,0,0,0,0,0,0,10,33000,42,341640,340000,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13776,13774,2,15560,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,172000,1558410,1558410,0,299100,3,242892,0,0,0,0,7099,3832
"영등포구",1954,"여",3,2,910,0,0,0,0,0,0,10,32000,44,613690,604030,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6330,6122,208,4274,0,0,0,200004,NA,NA,NA,NA,NA,0,0,0,0,159000,3176910,3156910,2,134450,4,5523,0,0,0,0,28012,5367
"은평구",1973,"남",2,0,420,0,0,0,0,0,0,10,20000,85,465650,477130,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,84,84,0,0,0,NA,1,0,45000,100,93,0,0,0,0,458230,2830380,2843300,0,0,0,0,0,0,0,0,47288,841
"성북구",1976,"여",0,0,420,0,0,1,0,0,0,10,35000,36,521190,577890,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201303,NA,NA,NA,NA,NA,0,0,0,0,227000,7789340,8101010,0,171400,1,151770,0,0,0,0,23857,1816
"강서구",2005,"남",5,0,910,0,0,0,0,0,0,10,15000,98,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,51,47,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,210000,982500,982500,0,193100,3,179803,0,0,0,0,21612,2111
"광진구",1973,"여",0,0,910,0,0,0,0,0,0,10,26000,64,130110,130720,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,193000,1108920,1108920,0,0,0,0,0,0,0,0,0,22436
"서초구",1934,"여",1,1,420,0,0,0,0,0,0,10,23000,74,1367500,1276630,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,242480,6062000,6062000,0,45000,1,23276,0,0,0,0,27077,2417
"중랑구",1998,"남",0,0,910,0,0,0,0,0,0,10,21000,82,160000,157750,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,0,2758,2726,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,30000,557570,557570,1,0,0,0,0,0,0,0,0,2341
"중랑구",1982,"여",2,3,420,0,0,0,0,0,0,10,30000,51,230000,209070,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,100,100,0,0,0,0,159000,1349720,1222080,1,39000,3,22520,0,0,0,0,3516,7421
"중랑구",1977,"남",4,0,420,0,0,0,0,0,0,10,72000,6,306160,297170,0,0,3,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,452,452,0,428,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,135000,701200,734100,0,14900,8,13109,0,0,0,0,22356,129
"강서구",2005,"남",5,2,910,0,0,0,0,0,0,10,14000,100,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,72000,215920,0,0,37300,10,41061,0,0,0,0,62123,2518
"은평구",2001,"남",2,0,910,0,0,0,0,0,0,10,19000,89,203490,203490,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,0,1629,1679,0,0,0,NA,1,0,0,100,100,0,0,0,0,253000,1627920,1627920,0,331900,2,194167,0,0,0,0,15847,6020
"광진구",1977,"남",3,0,910,0,0,0,0,0,0,10,25000,68,405350,405350,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,201000,1759290,1708330,0,0,0,0,0,0,0,0,21760,1188
"도봉구",1972,"여",1,1,910,0,0,1,1,0,0,10,23000,74,600000,619240,0,1,1,1,1,7900,1,7728,0,0,0,0,0,0,0,0,0,0,1780,1608,172,1070,994,0,0,201212,NA,NA,NA,NA,NA,0,0,0,0,197000,2942600,2913590,0,0,0,0,0,0,0,0,31012,38
"성북구",1981,"여",1,2,420,0,0,1,0,0,0,10,35000,36,577890,594230,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,201303,NA,NA,NA,NA,NA,0,0,0,0,227000,4091420,3905060,1,171400,1,151770,0,0,0,0,29364,4451
"양천구",1978,"여",2,0,420,0,0,0,0,0,0,10,33000,42,205370,203490,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,244000,3262130,3104190,0,240000,2,97982,0,0,0,0,55017,2302
"도봉구",2006,"여",3,1,910,0,0,0,0,0,0,10,13000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,151960,1558410,1558410,0,0,0,0,0,0,0,0,1365,490
"강서구",1998,"남",2,0,910,0,0,0,0,0,0,10,20000,85,980000,923720,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,264000,100,76,0,0,0,0,185000,2647650,2647650,0,30000,3,30000,0,0,0,0,11297,7190
"중구",1941,"여",1,1,910,0,0,0,0,0,0,10,21000,82,615000,605160,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,691,3,688,725,0,0,0,NA,1,0,0,100,100,0,0,0,0,173000,2383010,2383010,0,0,0,0,0,0,0,0,227,19623
"광진구",1964,"남",5,0,510,0,0,1,0,0,0,10,103370,2,3242090,3172216,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,523,523,0,320,0,0,0,201705,NA,NA,NA,NA,NA,0,0,0,0,312360,4478890,4391840,0,70000,3,19193,0,0,0,0,31871,8736
"강동구",1989,"여",2,2,420,0,0,0,0,0,0,10,38000,30,430750,425300,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22414,22414,0,20926,0,0,812,NA,NA,NA,NA,NA,NA,0,0,0,0,197000,3262130,3239120,0,324100,4,306142,0,0,0,0,20500,4251
"송파구",1972,"남",1,3,910,0,0,0,0,0,0,10,28000,57,669190,669190,1,0,3,1,3,0,0,0,0,0,0,0,0,0.04,0,0,0,0,8769,0,8769,5742,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,279000,6090550,6184510,1,520540,5,469765,0,0,0,0,38584,59878
"송파구",1988,"남",2,0,420,0,0,1,0,0,0,10,39000,28,1664070,1626980,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,2884,2116,4154,0,0,0,201210,1,0,630000,100,60,0,0,0,0,429690,13015730,13045332,1,70000,3,19193,0,0,0,0,97362,3500
"은평구",1946,"여",1,0,910,0,0,1,1,0,0,10,19000,89,934250,905000,0,1,1,0,0,270000,1,194167,280330,260000,0,0,0,0,0,0,0,3312,6985,6985,0,2156,3006,0,0,201412,1,0,0,100,100,0,0,0,0,239000,6513100,6513100,0,331900,2,194167,0,0,0,0,36801,841
"관악구",1941,"여",2,0,910,0,0,0,0,0,0,10,18000,92,295680,297170,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,175000,2042310,2006230,0,5700,1,0,0,0,0,0,5137,1835
"송파구",1980,"남",2,2,420,0,0,0,0,0,0,10,55000,11,530000,529720,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,338200,3305500,3239120,1,0,0,0,0,0,0,0,20609,6544
"성동구",1963,"여",0,0,440,0,0,1,0,0,0,10,44000,20,1889520,1889520,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,1623,542,211,1398,0,0,201512,NA,NA,NA,NA,NA,0,0,0,536000,456000,13185080,13045332,0,485000,10,306001,0,0,0,0,32468,6544
"서대문구",1984,"여",0,0,420,0,0,0,0,0,0,10,42000,23,474670,474990,0,0,3,1,1,0,0,0,274,0,0,0,0,0,0,0,0,0,2131,1183,948,2267,0,0,0,201210,NA,NA,NA,NA,NA,0,0,0,0,49000,278250,278250,0,0,0,0,0,0,0,0,0,542
"중구",1965,"여",4,1,420,0,0,1,0,0,0,10,35000,36,289030,295680,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10205,8546,1659,8148,0,0,0,201512,1,0,134000,100,85,0,0,0,0,186000,1708330,1746870,0,60000,1,51267,0,0,0,0,12314,12957
